Generated by pymatgen.io.lammps.data.LammpsData

936  atoms

  2  atom types

0.000000 17.420982  xlo xhi
0.000000 17.420983  ylo yhi
0.000000 66.879487  zlo zhi

Masses

1  24.305
2  65.409

Atoms

1    2  0.000000  0.000000  9.982075
2    2  1.900061  1.900061  9.900061
3    1  2.655933  0.000000 12.355246
4    2  0.000000  1.383459 12.355246
5    2  2.090916  2.988452 12.355246
6    1  0.000000  4.355246 10.655933
7    2  2.988452  4.355246 10.090916
8    2  4.355246  4.355246 12.355246
9    2  8.710491 10.692566 60.262723
10   2  1.982075 17.420983 60.262723
11   2  0.000000  0.000000 14.728416
12   2  1.900061  1.900061 14.810430
13   2  4.355246  0.000000 15.327032
14   2  2.988452  4.355246 14.619575
15   2  4.355246  0.000000  9.383459
16   2  6.810430  1.900061  9.900061
17   2  4.355246  2.090916 10.988452
18   1  6.054558  0.000000 12.355246
19   2  6.619575  2.988452 12.355246
20   2  5.722040  4.355246 10.090916
21   1  4.355246  2.655933  8.000000
22   2  6.728416  0.000000  8.000000
23   2  6.810430  1.900061 14.810430
24   2  4.355246  2.090916 13.722039
25   2  5.722040  4.355246 14.619575
26   2  1.900061  6.810430  9.900061
27   2  2.090916  5.722040 12.355246
28   2  0.000000  6.728416  8.000000
29   2  1.383459  4.355246  8.000000
30   1  0.000000  4.355246 14.054558
31   2  0.000000  7.327032 12.355246
32   2  1.900061  6.810430 14.810430
33   2  6.810430  6.810430  9.900061
34   2  4.355246  6.619576 10.988452
35   2  6.619575  5.722040 12.355246
36   1 13.065737 14.765050 60.262723
37   2  7.327032  4.355246  8.000000
38   2  6.810430  6.810430 14.810430
39   2  4.355246  6.619576 13.722039
40   2  0.000000  0.000000 18.692566
41   2  1.900061  1.900061 18.610552
42   1  2.655933  0.000000 21.065737
43   2  0.000000  1.383459 21.065737
44   2  2.090916  2.988452 21.065737
45   1  0.000000  4.355246 19.366424
46   2  2.988452  4.355246 18.801407
47   2  4.355246  4.355246 21.065737
48   2  1.982075  0.000000 16.710491
49   2  0.000000  1.982075 16.710491
50   2  0.000000  0.000000 23.438907
51   2  1.900061  1.900061 23.520921
52   2  4.355246  0.000000 24.037523
53   2  2.988452  4.355246 23.330066
54   2  4.355246  0.000000 18.093950
55   2  6.810430  1.900061 18.610552
56   2  4.355246  2.090916 19.698943
57   1  6.054558  0.000000 21.065737
58   2  6.619575  2.988452 21.065737
59   2  5.722040  4.355246 18.801407
60   1  4.355246  2.655933 16.710491
61   2  6.728416  0.000000 16.710491
62   2  6.810430  1.900061 23.520921
63   2  4.355246  2.090916 22.432531
64   2  5.722040  4.355246 23.330066
65   2  1.900061  6.810430 18.610552
66   2  2.090916  5.722040 21.065737
67   2  0.000000  6.728416 16.710491
68   2  1.383459  4.355246 16.710491
69   1  0.000000  4.355246 22.765049
70   2  0.000000  7.327032 21.065737
71   2  1.900061  6.810430 23.520921
72   2  6.810430  6.810430 18.610552
73   2  4.355246  6.619576 19.698943
74   2  6.619575  5.722040 21.065737
75   1  4.355246  6.054558 16.710491
76   2  7.327032  4.355246 16.710491
77   2  6.810430  6.810430 23.520921
78   2  4.355246  6.619576 22.432531
79   2  0.000000  0.000000 27.403057
80   2  1.900061  1.900061 27.321043
81   1  2.655933  0.000000 29.776228
82   2  0.000000  1.383459 29.776228
83   2  2.090916  2.988452 29.776228
84   1  0.000000  4.355246 28.076915
85   2  2.988452  4.355246 27.511898
86   2  4.355246  4.355246 29.776228
87   2  1.982075  0.000000 25.420982
88   2  0.000000  1.982075 25.420982
89   2  0.000000  0.000000 32.149398
90   2  1.900061  1.900061 32.231412
91   2  4.355246  0.000000 32.748014
92   2  2.988452  4.355246 32.040557
93   2  4.355246  0.000000 26.804441
94   2  6.810430  1.900061 27.321043
95   2  4.355246  2.090916 28.409434
96   1  6.054558  0.000000 29.776228
97   2  6.619575  2.988452 29.776228
98   2  5.722040  4.355246 27.511898
99   1  4.355246  2.655933 25.420982
100  2  6.728416  0.000000 25.420982
101  2  6.810430  1.900061 32.231412
102  2  4.355246  2.090916 31.143022
103  2  5.722040  4.355246 32.040557
104  2  1.900061  6.810430 27.321043
105  2  2.090916  5.722040 29.776228
106  2  0.000000  6.728416 25.420982
107  2  1.383459  4.355246 25.420982
108  1  0.000000  4.355246 31.475540
109  2  0.000000  7.327032 29.776228
110  2  1.900061  6.810430 32.231412
111  2  6.810430  6.810430 27.321043
112  2  4.355246  6.619576 28.409434
113  2  6.619575  5.722040 29.776228
114  1  4.355246  6.054558 25.420982
115  2  7.327032  4.355246 25.420982
116  2  6.810430  6.810430 32.231412
117  2  4.355246  6.619576 31.143022
118  2  0.000000  0.000000 36.113548
119  2  1.900061  1.900061 36.031534
120  1  2.655933  0.000000 38.486719
121  2  0.000000  1.383459 38.486719
122  2  2.090916  2.988452 38.486719
123  1  0.000000  4.355246 36.787406
124  2  2.988452  4.355246 36.222389
125  2  4.355246  4.355246 38.486719
126  2  1.982075  0.000000 34.131473
127  2  0.000000  1.982075 34.131473
128  2  0.000000  0.000000 40.859889
129  2  1.900061  1.900061 40.941903
130  2  4.355246  0.000000 41.458505
131  2  2.988452  4.355246 40.751048
132  2  4.355246  0.000000 35.514932
133  2  6.810430  1.900061 36.031534
134  2  4.355246  2.090916 37.119925
135  1  6.054558  0.000000 38.486719
136  2  6.619575  2.988452 38.486719
137  2  5.722040  4.355246 36.222389
138  1  4.355246  2.655933 34.131473
139  2  6.728416  0.000000 34.131473
140  2  6.810430  1.900061 40.941903
141  2  4.355246  2.090916 39.853513
142  2  5.722040  4.355246 40.751048
143  2  1.900061  6.810430 36.031534
144  2  2.090916  5.722040 38.486719
145  2  0.000000  6.728416 34.131473
146  2  1.383459  4.355246 34.131473
147  1  0.000000  4.355246 40.186031
148  2  0.000000  7.327032 38.486719
149  2  1.900061  6.810430 40.941903
150  2  6.810430  6.810430 36.031534
151  2  4.355246  6.619576 37.119925
152  2  6.619575  5.722040 38.486719
153  1  4.355246  6.054558 34.131473
154  2  7.327032  4.355246 34.131473
155  2  6.810430  6.810430 40.941903
156  2  4.355246  6.619576 39.853513
157  2  0.000000  0.000000 44.824039
158  2  1.900061  1.900061 44.742025
159  1  2.655933  0.000000 47.197210
160  2  0.000000  1.383459 47.197210
161  2  2.090916  2.988452 47.197210
162  1  0.000000  4.355246 45.497897
163  2  2.988452  4.355246 44.932880
164  2  4.355246  4.355246 47.197210
165  2  1.982075  0.000000 42.841964
166  2  0.000000  1.982075 42.841964
167  2  0.000000  0.000000 49.570380
168  2  1.900061  1.900061 49.652394
169  2  4.355246  0.000000 50.168996
170  2  2.988452  4.355246 49.461539
171  2  4.355246  0.000000 44.225423
172  2  6.810430  1.900061 44.742025
173  2  4.355246  2.090916 45.830416
174  1  6.054558  0.000000 47.197210
175  2  6.619575  2.988452 47.197210
176  2  5.722040  4.355246 44.932880
177  1  4.355246  2.655933 42.841964
178  2  6.728416  0.000000 42.841964
179  2  6.810430  1.900061 49.652394
180  2  4.355246  2.090916 48.564004
181  2  5.722040  4.355246 49.461539
182  2  1.900061  6.810430 44.742025
183  2  2.090916  5.722040 47.197210
184  2  0.000000  6.728416 42.841964
185  2  1.383459  4.355246 42.841964
186  1  0.000000  4.355246 48.896522
187  2  0.000000  7.327032 47.197210
188  2  1.900061  6.810430 49.652394
189  2  6.810430  6.810430 44.742025
190  2  4.355246  6.619576 45.830416
191  2  6.619575  5.722040 47.197210
192  1  4.355246  6.054558 42.841964
193  2  7.327032  4.355246 42.841964
194  2  6.810430  6.810430 49.652394
195  2  4.355246  6.619576 48.564004
196  2  0.000000  0.000000 53.534530
197  2  1.900061  1.900061 53.452516
198  1  2.655933  0.000000 55.907701
199  2  0.000000  1.383459 55.907701
200  2  2.090916  2.988452 55.907701
201  1  0.000000  4.355246 54.208388
202  2  2.988452  4.355246 53.643371
203  2  4.355246  4.355246 55.907701
204  2  1.982075  0.000000 51.552455
205  2  0.000000  1.982075 51.552455
206  2  0.000000  0.000000 58.280871
207  2  1.900061  1.900061 58.362885
208  2  4.355246  0.000000 58.879487
209  2  2.988452  4.355246 58.172031
210  2  4.355246  0.000000 52.935914
211  2  6.810430  1.900061 53.452516
212  2  4.355246  2.090916 54.540907
213  1  6.054558  0.000000 55.907701
214  2  6.619575  2.988452 55.907701
215  2  5.722040  4.355246 53.643371
216  1  4.355246  2.655933 51.552455
217  2  6.728416  0.000000 51.552455
218  2  6.810430  1.900061 58.362885
219  2  4.355246  2.090916 57.274495
220  2  5.722040  4.355246 58.172031
221  2  1.900061  6.810430 53.452516
222  2  2.090916  5.722040 55.907701
223  2  0.000000  6.728416 51.552455
224  2  1.383459  4.355246 51.552455
225  1  0.000000  4.355246 57.607013
226  2  0.000000  7.327032 55.907701
227  2  1.900061  6.810430 58.362885
228  2  6.810430  6.810430 53.452516
229  2  4.355246  6.619576 54.540907
230  2  6.619575  5.722040 55.907701
231  1  4.355246  6.054558 51.552455
232  2  7.327032  4.355246 51.552455
233  2  6.810430  6.810430 58.362885
234  2  4.355246  6.619576 57.274495
235  2  0.000000  8.710491  9.982075
236  2  1.900061 10.610553  9.900061
237  1  2.655933  8.710491 12.355246
238  2  0.000000 10.093951 12.355246
239  2  2.090916 11.698943 12.355246
240  1  0.000000 13.065737 10.655933
241  2  2.988452 13.065737 10.090916
242  2  4.355246 13.065737 12.355246
243  2 17.420982 10.692566 60.262723
244  2 16.037523 13.065737 60.262723
245  2  0.000000  8.710491 14.728416
246  2  1.900061 10.610553 14.810430
247  2  4.355246  8.710491 15.327032
248  2  2.988452 13.065737 14.619575
249  2  4.355246  8.710491  9.383459
250  2  6.810430 10.610553  9.900061
251  2  4.355246 10.801407 10.988452
252  1  6.054558  8.710491 12.355246
253  2  6.619575 11.698943 12.355246
254  2  5.722040 13.065737 10.090916
255  1  4.355246 11.366424  8.000000
256  2  6.728416  8.710491  8.000000
257  2  6.810430 10.610553 14.810430
258  2  4.355246 10.801407 13.722039
259  2  5.722040 13.065737 14.619575
260  2  1.900061 15.520921  9.900061
261  2  2.090916 14.432531 12.355246
262  2 10.093950 13.065737 60.262723
263  2  1.383459  4.355246 60.262723
264  1  0.000000 13.065737 14.054558
265  2  0.000000 16.037523 12.355246
266  2  1.900061 15.520921 14.810430
267  2  6.810430 15.520921  9.900061
268  2  4.355246 15.330067 10.988452
269  2  6.619575 14.432531 12.355246
270  1  4.355246 14.765050  8.000000
271  2  7.327032  4.355246 60.262723
272  2  6.810430 15.520921 14.810430
273  2  4.355246 15.330067 13.722039
274  2  0.000000  8.710491 18.692566
275  2  1.900061 10.610553 18.610552
276  1  2.655933  8.710491 21.065737
277  2  0.000000 10.093951 21.065737
278  2  2.090916 11.698943 21.065737
279  1  0.000000 13.065737 19.366424
280  2  2.988452 13.065737 18.801407
281  2  4.355246 13.065737 21.065737
282  2  1.982075  8.710491 16.710491
283  2  0.000000 10.692566 16.710491
284  2  0.000000  8.710491 23.438907
285  2  1.900061 10.610553 23.520921
286  2  4.355246  8.710491 24.037523
