LAMMPS (2 Aug 2023 - Update 2)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (10.673142 14.451674 67.274207)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  440 atoms
  read_data CPU = 0.054 seconds
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4, bins = 3 4 17
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up cg style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (src/min.cpp:228)
Per MPI rank memory allocation (min/avg/max) = 10.78 | 10.78 | 10.78 Mbytes
   Step         PotEng         TotEng          Fmax          Press          Volume    
         0  -550.54843     -550.54843      1.2785711     -17771.384      10376.695    
        10  -550.7487      -550.7487       1.2925007     -17204.387      10358.258    
        20  -550.94022     -550.94022      1.3064317     -16631.884      10339.902    
        30  -551.12297     -551.12297      1.3203548     -16053.997      10321.631    
        40  -551.2969      -551.2969       1.3342601     -15470.875      10303.449    
        50  -551.46197     -551.46197      1.3481375     -14882.673      10285.359    
        60  -551.61817     -551.61817      1.3619743     -14289.589      10267.368    
        70  -551.76547     -551.76547      1.3757564     -13691.845      10249.479    
        80  -551.90386     -551.90386      1.3894691     -13089.698      10231.7      
        90  -552.03331     -552.03331      1.4030943     -12483.455      10214.038    
       100  -552.15384     -552.15384      1.4166108     -11873.468      10196.5      
       110  -552.26545     -552.26545      1.4299952     -11260.167      10179.098    
       120  -552.36815     -552.36815      1.4432198     -10644.044      10161.841    
       130  -552.46199     -552.46199      1.4562511     -10025.706      10144.743    
       140  -552.54701     -552.54701      1.4690484     -9405.8815      10127.821    
       150  -552.62327     -552.62327      1.4815637     -8785.4675      10111.094    
       160  -552.69086     -552.69086      1.4937359     -8165.5864      10094.587    
       170  -552.74991     -552.74991      1.5054868     -7547.6527      10078.331    
       180  -552.80056     -552.80056      1.5167143     -6933.5362      10062.367    
       190  -552.84302     -552.84302      1.5272797     -6325.7409      10046.75     
       200  -552.87756     -552.87756      1.5369846     -5727.7725      10031.559    
       210  -552.90457     -552.90457      1.5455261     -5144.8585      10016.91     
       220  -552.92459     -552.92459      1.552396      -4585.4076      10002.994    
       230  -552.93854     -552.93854      1.5565981     -4064.825       9990.1647    
       240  -552.94838     -552.94838      1.5554708     -3618.8109      9979.2465    
       250  -552.98279     -552.98279      1.5192003     -3396.5887      9973.5176    
       260  -553.08579     -553.08579      1.4205714     -3436.5411      9973.436     
       270  -553.15504     -553.15504      1.3539856     -3427.3726      9972.5239    
       280  -553.22146     -553.22146      1.2892056     -3414.1856      9971.554     
       290  -553.28253     -553.28253      1.2287977     -3401.0575      9970.6491    
       300  -553.33871     -553.33871      1.172562      -3388.3328      9969.8122    
       310  -553.39063     -553.39063      1.1200685     -3375.9964      9969.0357    
       320  -553.43886     -553.43886      1.0709523     -3364.001       9968.3125    
       330  -553.48387     -553.48387      1.0250543     -3352.3043      9967.636     
       340  -553.52607     -553.52607      0.98181395    -3340.8683      9967.0011    
       350  -553.5658      -553.5658       0.94097535    -3329.6574      9966.4029    
       360  -553.60336     -553.60336      0.90231492    -3318.6428      9965.8377    
       370  -553.63899     -553.63899      0.86563492    -3307.7936      9965.302     
       380  -553.67291     -553.67291      0.83076379    -3297.0864      9964.7928    
       390  -553.7053      -553.7053       0.79754827    -3286.4975      9964.3075    
       400  -553.73633     -553.73633      0.76585404    -3276.006       9963.8441    
       410  -553.76612     -553.76612      0.73555942    -3265.5939      9963.4005    
       420  -553.7948      -553.7948       0.70655677    -3255.2422      9962.9751    
       430  -553.82247     -553.82247      0.67875162    -3244.9361      9962.5665    
       440  -553.84922     -553.84922      0.65205478    -3234.6621      9962.1734    
       450  -553.87513     -553.87513      0.6263854     -3224.4045      9961.7947    
       460  -553.90028     -553.90028      0.60167264    -3214.1493      9961.4294    
       470  -553.92473     -553.92473      0.57784926    -3203.884       9961.0765    
       480  -553.94853     -553.94853      0.55485538    -3193.5933      9960.7353    
       490  -553.97173     -553.97173      0.5326378     -3183.2639      9960.4051    
       500  -553.99438     -553.99438      0.51114742    -3172.885       9960.0853    
       510  -554.01652     -554.01652      0.490338      -3162.4452      9959.7754    
       520  -554.03818     -554.03818      0.47027735    -3151.9303      9959.4749    
       530  -554.05941     -554.05941      0.45084296    -3141.3229      9959.1832    
       540  -554.08023     -554.08023      0.43197519    -3130.6207      9958.9002    
       550  -554.10069     -554.10069      0.41363731    -3119.7354      9958.6239    
       560  -554.12071     -554.12071      0.39585509    -3109.289       9958.369     
       570  -554.13957     -554.13957      0.37949887    -3089.4376      9957.8998    
       580  -554.15189     -554.15189      0.36872703    -3080.543       9957.6961    
       590  -554.16465     -554.16465      0.35767764    -3076.8982      9957.6239    
       600  -554.17891     -554.17891      0.34539923    -3071.8008      9957.5249    
       610  -554.19431     -554.19431      0.33241261    -3058.5633      9957.2407    
       620  -554.20582     -554.20582      0.32274098    -3045.5262      9956.958     
       630  -554.2167      -554.2167       0.31361968    -3042.0985      9956.909     
       640  -554.22887     -554.22887      0.30345392    -3038.4594      9956.864     
       650  -554.24175     -554.24175      0.29297055    -3024.9952      9956.593     
       660  -554.25169     -554.25169      0.28486345    -3013.5831      9956.3637    
       670  -554.26139     -554.26139      0.2769845     -3010.5239      9956.338     
       680  -554.27222     -554.27222      0.26820731    -3007.331       9956.3196    
       690  -554.28321     -554.28321      0.25957359    -2993.3199      9956.049     
       700  -554.29198     -554.29198      0.25264538    -2983.0707      9955.8592    
       710  -554.30068     -554.30068      0.24579083    -2980.3241      9955.853     
       720  -554.31035     -554.31035      0.23820445    -2977.1747      9955.8482    
       730  -554.31997     -554.31997      0.23089356    -2963.9686      9955.6079    
       740  -554.32791     -554.32791      0.22483588    -2953.5939      9955.4256    
       750  -554.33572     -554.33572      0.21888627    -2950.5267      9955.4214    
       760  -554.34421     -554.34421      0.21244053    -2947.911       9955.438     
       770  -554.35295     -554.35295      0.20599618    -2937.3701      9955.2723    
       780  -554.36037     -554.36037      0.20054159    -2925.2282      9955.059     
       790  -554.36742     -554.36742      0.1969201     -2920.6336      9955.0263    
       800  -554.37481     -554.37481      0.19402623    -2918.3297      9955.0558    
       810  -554.38269     -554.38269      0.19087215    -2912.5344      9955.0119    
       820  -554.38999     -554.38999      0.18785872    -2899.5834      9954.7939    
       830  -554.39655     -554.39655      0.18512925    -2891.4185      9954.6851    
       840  -554.40312     -554.40312      0.18238159    -2887.701       9954.6861    
       850  -554.40998     -554.40998      0.17946943    -2884.6439      9954.7112    
       860  -554.41705     -554.41705      0.17640245    -2877.0598      9954.635     
       870  -554.42357     -554.42357      0.17351058    -2865.6958      9954.4646    
       880  -554.42969     -554.42969      0.17077163    -2857.217       9954.3603    
       890  -554.43585     -554.43585      0.16800454    -2853.7736      9954.3813    
       900  -554.44221     -554.44221      0.16510769    -2850.1414      9954.4051    
       910  -554.44871     -554.44871      0.16209614    -2843.752       9954.3699    
       920  -554.45487     -554.45487      0.15916498    -2831.5814      9954.1945    
       930  -554.46073     -554.46073      0.15636518    -2823.2151      9954.1088    
       940  -554.46664     -554.46664      0.15352353    -2817.9352      9954.1018    
       950  -554.47268     -554.47268      0.15059463    -2814.3153      9954.1418    
       960  -554.47885     -554.47885      0.14755136    -2808.626       9954.14      
       970  -554.48495     -554.48495      0.14448638    -2798.9957      9954.0477    
       980  -554.49081     -554.49081      0.14149535    -2786.9947      9953.8978    
       990  -554.4967      -554.4967       0.13848232    -2780.0036      9953.8739    
      1000  -554.50275     -554.50275      0.13535954    -2774.5881      9953.8972    
      1010  -554.50895     -554.50895      0.13212721    -2769.7313      9953.944     
      1020  -554.51529     -554.51529      0.12877177    -2762.2908      9953.9393    
      1030  -554.52163     -554.52163      0.12535879    -2751.0462      9953.8511    
      1040  -554.52795     -554.52795      0.12190385    -2737.7003      9953.7197    
      1050  -554.53459     -554.53459      0.11825904    -2728.7519      9953.7121    
      1060  -554.54172     -554.54172      0.11431115    -2720.2778      9953.7413    
      1070  -554.54934     -554.54934      0.1100381     -2711.7867      9953.7994    
      1080  -554.55761     -554.55761      0.10532863    -2700.9546      9953.8404    
      1090  -554.56683     -554.56683      0.099991162   -2687.1646      9953.8672    
      1100  -554.57771     -554.57771      0.093535909   -2664.9927      9953.791     
      1110  -554.59156     -554.59156      0.085077911   -2638.4337      9953.7944    
      1120  -554.611       -554.611        0.072524468   -2604.0883      9954.0079    
